PROPERTY_TOTAL_VALUE,AREA_EN,ACTUAL_AREA,PROCEDURE_YEAR,PROCEDURE_NUMBER,INSTANCE_DATE,ACTUAL_WORTH,PROCEDURE_AREA,PROPERTY_TYPE_EN,PROP_SUB_TYPE_EN
"1583110","Al Khairan First","65.89","2026","592","2026-01-26 08:42:21","1583109.55","65.89","Unit","Flat"
"1587842","Hor Al Anz","268.21","2026","1534","2026-03-17 11:17:01","1587842","268.21","Land","Commercial"
"1587976","Al Thanyah Fifth","138.95","2026","1653","2026-03-26 15:11:20","1587975.63","138.95","Unit","Flat"
"1595583","Mirdif","135.28","2026","1610","2026-03-24 15:43:14","1595582.56","135.28","Unit","Flat"
"1600000","Al Rashidiya","334.45","2026","784","2026-02-03 16:19:16","1600000","334.45","Land","Residential"
"1600000","Hor Al Anz","268.21","2026","2017","2026-04-18 17:58:57","1600000","268.21","Land","Commercial"
"1600000","Madinat Hind 4","112.24","2026","939","2026-02-10 13:56:40","1600000","112.24","Land","Residential"
"1600000","Al Waheda","278.71","2026","1524","2026-03-16 14:17:06","1600000","278.71","Land","Residential"
"1600000","Al Twar Fourth","594.58","2026","895","2026-02-09 12:16:59","1600000","594.58","Land","Residential"
"1600463","Madinat Latifa","743.44","2026","1418","2026-03-09 11:57:44","1600463","743.44","Land",""
"1602894","Um Hurair Second","99.88","2026","1998","2026-04-17 11:43:13","1602893.83","99.88","Unit","Flat"
"1603426","Business Bay","82.68","2026","1301","2026-02-26 11:54:49","1603426.18","82.68","Unit","Office"
"1604919","Al Yelayiss 5","745.51","2026","1342","2026-03-02 11:31:30","1604919","745.51","Land",""
"1605498","Al Hebiah Fourth","178.51","2026","1436","2026-03-10 10:42:02","1605498.28","178.51","Unit","Flat"
"1607546","Marsa Dubai","117.52","2026","555","2026-01-22 16:58:48","1607546.26","117.52","Unit","Flat"
"1614621","Al Barsha South Fifth","151.62","2026","1093","2026-02-16 11:58:09","1614620.97","151.62","Unit","Flat"
"1618873","Al Thanyah Fifth","115.93","2026","1245","2026-02-24 11:53:14","1618872.94","115.93","Unit","Office"
"1619994","Abu Hail","334.45","2026","582","2026-01-23 20:50:12","1619994","334.45","Land","Residential"
"1624065","Al Barsha South Fourth","117.05","2026","1717","2026-04-01 08:06:44","1624065.33","117.05","Unit","Flat"
"1624720","Marsa Dubai","86.3","2026","1437","2026-03-10 10:42:33","1624719.71","86.3","Unit","Flat"
"1639268","Al Khairan First","67.75","2026","593","2026-01-26 08:47:04","1639268.38","67.75","Unit","Flat"
"1639464","Al Thanyah First","69.39","2026","679","2026-01-29 09:45:53","1639464.13","69.39","Unit","Office"
"1640222","Al Thanyah Fifth","115.93","2026","1903","2026-04-13 12:19:08","1640222.4","115.93","Unit","Office"
"1645676","Al Jadaf","125.3","2026","378","2026-01-15 00:21:38","1645676.15","125.3","Unit","Flat"
"1647745","Um Hurair Second","103.42","2026","2003","2026-04-17 12:04:23","1647744.68","103.42","Unit","Flat"
"1650300","Al Muteena","278.71","2026","28","2026-01-03 11:53:53","1650300","278.76","Land","Commercial"
"1661078","Marsa Dubai","113.26","2026","447","2026-01-19 08:47:37","1661077.6","113.26","Unit","Flat"
"1662604","Al Barshaa South Second","135.39","2026","554","2026-01-22 16:51:58","1662603.74","135.39","Unit","Flat"
"1673325","Um Hurair Second","105","2026","1884","2026-04-10 10:50:11","1673324.82","105","Unit","Flat"
"1685376","Al Thanyah Fifth","107.12","2026","2113","2026-04-23 15:45:35","1685375.61","107.12","Unit","Flat"
"1692857","Burj Khalifa","71.81","2026","1307","2026-02-26 12:41:21","1692857.01","71.81","Unit","Flat"
"1700000","Um Suqaim First","55.09","2026","1712","2026-04-01 07:38:09","1700000","55.09","Land","Government Organizations"
"1700000","Al Twar Fourth","594.58","2026","478","2026-01-20 09:50:54","1700000","594.58","Land","Residential"
"1700000","Madinat Hind 4","183.35","2026","1904","2026-04-13 12:48:55","1700000","183.35","Land","Residential"
"1700000","Jumeirah Third","55.28","2026","1710","2026-04-01 07:26:18","1700000","55.28","Land",""
"1700000","Madinat Hind 4","174.8","2026","1351","2026-03-03 09:21:55","1700000","174.8","Land","Residential"
"1700000","World Islands","85.19","2026","1641","2026-03-26 11:32:38","1700000","85.19","Unit","Hotel Rooms"
"1721392","Um Hurair Second","108.42","2026","1881","2026-04-10 10:31:08","1721392.36","108.42","Unit","Flat"
"1735115","Al Barsha South Fifth","165.35","2026","1427","2026-03-09 20:10:26","1735114.79","165.35","Unit","Flat"
"1746357","Al Thanyah First","144","2026","948","2026-02-10 18:42:43","1746357.35","144","Unit","Flat"
"1748716","Al Barsha South Fourth","120.42","2026","1477","2026-03-12 16:38:19","1748716.2","120.42","Unit","Flat"
"1760994","Me'Aisem First","127.18","2026","1773","2026-04-06 10:43:33","1760994.34","127.18","Unit","Flat"
"1768927","Um Hurair Second","107.09","2026","1995","2026-04-17 11:29:51","1768927","107.09","Unit","Flat"
"1769937","Al Yelayiss 2","208.63","2026","139","2026-01-07 09:31:14","1769936.58","208.63","Building","Villa"
"1771972","Um Hurair Second","107.09","2026","2004","2026-04-17 12:08:30","1771972.06","107.09","Unit","Flat"
"1781686","Um Hurair Second","107.09","2026","1883","2026-04-10 10:42:40","1781686.43","107.09","Unit","Flat"
"1782999","Um Hurair Second","107.09","2026","2007","2026-04-17 12:22:40","1782998.69","107.09","Unit","Flat"
"1787394","Hor Al Anz","369.01","2026","918","2026-02-10 08:24:03","1787394","369.01","Land","Residential"
"1793136","Madinat Al Mataar","329.08","2026","1730","2026-04-01 13:47:00","1793135.75","329.08","Unit","Flat"
"1794657","Jabal Ali First","166.95","2026","63","2026-01-05 18:13:06","1794656.67","166.95","Unit","Flat"
"1799993","Abu Hail","334.45","2026","410","2026-01-20 18:45:30","1799993","334.45","Land","Residential Flats"
"1800000","Abu Hail","482.45","2026","2024","2026-04-20 10:20:19","1800000","482.45","Land","Commercial"
"1800000","Muhaisanah Second","464.52","2026","409","2026-01-15 12:14:11","1800000","465","Land","Industrial"
"1800036","Al Hamriya","185.81","2026","385","2026-01-15 08:52:22","1800036","185.81","Land","Commercial"
"1803987","Al Baraha","152.36","2026","1104","2026-02-16 15:05:09","1803987","152.36","Land","Commercial"
"1825871","Al Khairan First","76.83","2026","594","2026-01-26 08:50:57","1825871.1","76.83","Unit","Flat"
"1827422","Al Yelayiss 1","216","2026","1391","2026-03-05 11:09:49","1827422.38","216","Building","Villa"
"1834501","Um Hurair Second","107.53","2026","1873","2026-04-09 15:40:25","1834501.16","107.53","Unit","Flat"
"1843165","Madinat Al Mataar","230.96","2026","481","2026-01-20 10:36:52","1843164.96","230.96","Building","Villa"
"1885453","Al Layan1","500.47","2026","1545","2026-03-17 15:17:07","1885453","500.47","Land","Labor Camp"
"1893660","Al Jadaf","132.69","2026","921","2026-02-10 09:13:28","1893659.56","132.69","Unit","Flat"
"1895748","Mirdif","169.18","2026","1047","2026-02-13 10:08:33","1895747.66","169.18","Unit","Flat"
"1900452","Wadi Al Safa 7","255.21","2026","228","2026-01-09 10:43:46","1900451.91","255.21","Building","Villa"
"1913380","Um Suqaim Third","76.4","2026","1670","2026-03-30 11:58:06","1913380.09","76.4","Unit","Flat"
"1927900","Wadi Al Safa 7","172.5","2026","675","2026-01-29 00:56:51","1927900","172.5","Building","Villa"
"1927956","Marsa Dubai","77.33","2026","1141","2026-02-17 11:46:36","1927955.8","77.33","Unit","Flat"
"1940706","Business Bay","79.56","2026","1790","2026-04-06 16:55:18","1940705.59","79.56","Unit","Flat"
"1963604","Madinat Al Mataar","72.97","2026","1253","2026-02-24 12:43:37","1963604","72.97","Unit","Flat"
"1983081","Wadi Al Safa 7","271.47","2026","2180","2026-04-28 15:28:15","1983081","271.47","Building","Villa"
"1999681","Hor Al Anz","211.35","2026","1363","2026-03-03 13:13:16","1999681","211.35","Land","Residential"
"2000000","Abu Hail","527.6","2026","617","2026-01-26 12:56:51","2000000","527.6","Land","Commercial"
"2000000","Al Barshaa South Second","109.48","2026","748","2026-02-02 15:33:55","2000000","109.48","Unit","Flat"
"2000000","Madinat Al Mataar","90.07","2026","716","2026-02-02 10:15:16","2000000","90.07","Unit","Flat"
"2000000","Al Barsha South Fifth","138.14","2026","519","2026-01-21 11:39:54","2000000","138.14","Unit","Flat"
"2000000","Business Bay","102.84","2026","262","2026-01-12 13:11:15","2000000","102.84","Unit","Flat"
"2000000","Al Rashidiya","594.59","2026","1542","2026-03-17 13:52:57","2000000","594.59","Land","Residential"
"2000000","Abu Hail","232.26","2026","511","2026-01-21 10:30:50","2000000","231.41","Land","Residential"
"2000000","Al Waheda","836.13","2026","89","2026-01-06 11:04:23","2000000","836.13","Land","Residential"
"2000000","Madinat Hind 4","151.8","2026","383","2026-01-15 08:43:15","2000000","151.8","Land","Residential"
"2000000","Al Barsha South Fourth","130.49","2026","1943","2026-04-15 11:19:30","2000000","130.49","Unit","Flat"
"2000000","Business Bay","84.07","2026","1905","2026-04-13 12:59:08","2000000","84.07","Unit","Flat"
"2000000","Al Merkadh","70.41","2026","1608","2026-03-24 13:56:45","2000000","70.41","Unit","Flat"
"2000000","Al Khairan First","71.09","2026","751","2026-02-02 15:48:54","2000000","71.09","Unit","Flat"
"2006539","Al Thanyah Third","116.04","2026","680","2026-01-29 09:48:57","2006539.4","116.04","Unit","Flat"
"2015986","Business Bay","138.43","2026","332","2026-01-14 08:37:49","2015986.11","138.43","Unit","Office"
"2020192","Al Barsha South Fourth","164.06","2026","669","2026-01-28 18:54:21","2020192.09","164.06","Building","Villa"
"2044602","Al Khairan First","65.5","2026","1152","2026-02-18 11:02:06","2044602","65.5","Unit","Flat"
"2047455","Hor Al Anz","211.35","2026","1656","2026-03-27 10:26:04","2047455","211.35","Land","Residential"
"2047455","Hor Al Anz","211.35","2026","729","2026-02-02 12:47:43","2047455","211.35","Land","Residential"
"2047509","Abu Hail","380.44","2026","2185","2026-04-29 11:24:26","2047509","380.44","Land","Residential Flats"
"2050000","Al Khairan First","72.12","2026","6","2026-01-02 08:16:34","2050000","72.12","Unit","Flat"
"2050000","Wadi Al Safa 3","171.71","2026","58","2026-01-05 13:13:03","2050000","171.71","Unit","Flat"
"2060750","Muhaisanah First","136.94","2026","18","2026-01-02 11:46:00","2060750.46","136.94","Unit","Flat"
"2075073","Business Bay","87.78","2026","1739","2026-04-01 17:20:27","2075072.81","87.78","Unit","Flat"
"2076784","Hadaeq Sheikh Mohammed Bin Rashid","92.6","2026","1735","2026-04-01 15:44:11","2076784.24","92.6","Unit","Flat"
"2084909","Wadi Al Safa 5","256.98","2026","2016","2026-04-18 13:50:16","2084908.68","256.98","Building","Villa"
"2087689","Burj Khalifa","106.75","2026","1191","2026-02-21 10:33:38","2087689.05","106.75","Unit","Flat"
"2100000","Al Warsan First","154","2026","490","2026-01-20 12:40:00","2100000","154","Land","Commercial"
"2100000","Hadaeq Sheikh Mohammed Bin Rashid","66.09","2026","711","2026-02-02 09:20:08","2100000","66.09","Unit","Flat"
"2100005","Al Bada","278.71","2026","1993","2026-04-17 11:02:23","2100005","278.71","Land",""
"2101651","Al Layan1","976.25","2026","1240","2026-02-24 10:34:34","2101651","976.25","Land",""
"2109014","Hadaeq Sheikh Mohammed Bin Rashid","92.1","2026","1792","2026-04-06 22:00:11","2109013.7","92.1","Unit","Flat"
"2113487","Marsa Dubai","96.53","2026","537","2026-01-21 16:46:58","2113487.22","96.53","Unit","Flat"
"2120058","Al Thanayah Fourth","294.28","2026","1086","2026-02-16 10:48:46","2120058.17","294.28","Building","Villa"
"2143420","Al Yelayiss 1","277.68","2026","1614","2026-03-25 00:52:33","2143419.64","277.68","Building","Villa"
"2144755","Al Yelayiss 1","278.42","2026","1392","2026-03-05 11:16:13","2144755.49","278.42","Building","Villa"
"2144755","Al Yelayiss 1","278.42","2026","1390","2026-03-05 11:05:31","2144755.49","278.42","Building","Villa"
"2153836","Al Merkadh","109.18","2026","1489","2026-03-13 13:33:15","2153835.54","109.18","Unit","Flat"
"2160074","Burj Khalifa","107.3","2026","1529","2026-03-16 14:55:34","2160073.84","107.3","Unit","Flat"
"2167423","Al Hebiah Fourth","140.43","2026","903","2026-02-09 13:18:05","2167423.13","140.43","Building","Villa"
"2171079","Palm Deira","80.68","2026","2099","2026-04-23 09:29:20","2171079","80.68","Unit","Flat"
"2175440","Business Bay","101.87","2026","1541","2026-03-17 13:07:23","2175440.42","101.87","Unit","Office"
"2178615","Al Hebiah Third","150.4","2026","1507","2026-03-16 10:17:12","2178615.43","150.4","Unit","Flat"
"2188094","Al Thanyah Third","130.82","2026","1018","2026-02-12 12:48:10","2188093.67","130.82","Unit","Flat"
"2199385","Marsa Dubai","145.53","2026","1426","2026-03-09 14:54:28","2199384.62","145.53","Unit","Flat"
"2200000","AL MIZHAR FOURTH","743.13","2026","949","2026-02-10 19:27:11","2200000","743.13","Land",""
"2200000","Al Rashidiya","594.58","2026","1826","2026-04-08 14:15:34","2200000","594.58","Land","Government Housing"
"2200000","Madinat Al Mataar","206.4","2026","1640","2026-03-26 11:14:49","2200000","206.4","Unit","Flat"
"2200000","Al Warsan First","156.2","2026","501","2026-01-20 14:47:29","2200000","156.2","Land","Commercial"
"2200000","Um Suqaim Third","69.14","2026","899","2026-02-09 12:46:31","2200000","69.14","Unit","Flat"
"2212240","Abu Hail","228.36","2026","566","2026-01-23 10:06:55","2212240","228.36","Land","Residential"
"2222853","Al Khairan First","103.01","2026","1734","2026-04-01 14:49:26","2222852.57","103.01","Unit","Flat"
"2231125","Business Bay","85.93","2026","1561","2026-03-19 11:02:02","2231125.08","85.93","Unit","Flat"
"2234721","Al Khairan First","100.59","2026","1398","2026-03-05 13:46:47","2234721.39","100.59","Unit","Flat"
"2243894","Al Thanayah Fourth","255.26","2026","885","2026-02-09 09:08:31","2243893.98","255.26","Building","Villa"
"2243972","Al Raffa","260.59","2026","1347","2026-03-02 13:16:47","2243972","260.59","Land","Commercial"
"2245402","Al Thanayah Fourth","255.19","2026","178","2026-01-08 12:14:09","2245401.58","255.19","Building","Villa"
"2249989","Mirdif","696.77","2026","239","2026-01-10 16:42:56","2249989","696.77","Land","Residential"
"2268908","Um Suqaim Third","86.9","2026","42","2026-01-05 09:40:55","2268908.03","86.9","Unit","Flat"
"2270107","Al Ras","84.36","2026","453","2026-01-19 09:48:48","2270107","84.36","Land","Residential"
"2290600","Wadi Al Safa 7","186.3","2026","673","2026-01-29 00:34:40","2290600","186.3","Building","Villa"
"2290600","Wadi Al Safa 7","186.3","2026","674","2026-01-29 00:42:44","2290600","186.3","Building","Villa"
"2300000","Abu Hail","232.26","2026","953","2026-02-11 10:28:21","2300000","232.21","Land","Residential"
"2314822","Marsa Dubai","108.95","2026","626","2026-01-26 22:38:54","2314822.42","108.95","Unit","Flat"
"2320975","Marsa Dubai","85.04","2026","557","2026-01-22 17:16:31","2320975.47","85.04","Unit","Flat"
"2333256","Burj Khalifa","102.84","2026","1365","2026-03-03 14:44:04","2333256.11","102.84","Unit","Flat"
"2339724","Burj Khalifa","140.07","2026","2153","2026-04-27 12:21:02","2339724.12","140.07","Unit","Flat"
"2339727","Marsa Dubai","127.7","2026","85","2026-01-06 09:52:07","2339727.44","127.7","Unit","Flat"
"2342582","Al Merkadh","109.83","2026","1151","2026-02-18 10:41:20","2342582.08","109.83","Unit","Flat"
"2359801","Al Thanyah Fifth","187.55","2026","486","2026-01-20 12:00:30","2359801.36","187.55","Unit","Office"
"2384734","Bukadra","84.4","2026","1138","2026-02-17 11:07:44","2384734","84.4","Unit","Flat"
"2388627","Marsa Dubai","124.68","2026","1935","2026-04-14 17:01:59","2388627.08","124.68","Unit","Flat"
"2397800","Al Wasl","77.94","2026","1706","2026-03-31 19:55:23","2397800","77.94","Unit","Flat"
"2399365","Marsa Dubai","167.1","2026","1187","2026-02-20 16:36:46","2399365.2","167.1","Unit","Flat"
"2400000","Muhaisanah Second","464.52","2026","1357","2026-03-03 10:52:48","2400000","464.52","Land","Industrial"
"2413336","Al Thanyah Fifth","124.23","2026","558","2026-01-22 17:21:39","2413336.28","124.23","Unit","Flat"
"2441462","Marsa Dubai","90.16","2026","1637","2026-03-26 08:49:37","2441462.38","90.16","Unit","Flat"
"2445300","Wadi Al Safa 7","186.3","2026","672","2026-01-29 00:24:52","2445300","186.3","Building","Villa"
"2462197","Al Merkadh","116.05","2026","1343","2026-03-02 11:34:58","2462197.12","116.05","Unit","Flat"
"2463492","Business Bay","95.67","2026","1318","2026-02-27 09:06:25","2463491.8","95.67","Unit","Office"
"2469605","Al Raffa","382.39","2026","437","2026-01-16 10:38:51","2469605","382.39","Land","Commercial"
"2470000","Al Wasl","77.41","2026","1709","2026-03-31 20:08:28","2470000","77.41","Unit","Flat"
"2471413","Al Bada","382.67","2026","1847","2026-04-09 11:10:01","2471413","382.67","Land","Residential"
"2480810","Al Ras","153.65","2026","1801","2026-04-07 12:15:51","2480810","153.65","Land","Commercial"
"2486590","Hor Al Anz","342.16","2026","563","2026-01-23 09:15:52","2486590","342.24","Land","Commercial"
"2489730","Marsa Dubai","128.35","2026","1723","2026-04-01 10:15:16","2489729.68","128.35","Unit","Flat"
"2491465","Nad Al Shiba First","169.54","2026","745","2026-02-02 15:18:35","2491465.31","169.54","Building","Villa"
"2496509","Jumeirah Second","83.63","2026","1740","2026-04-01 17:23:39","2496508.6","83.63","Unit","Flat"
"2499997","Hor Al Anz East","929.03","2026","353","2026-01-14 11:22:01","2499997","929.03","Land","Residential"
"2500000","Al Rashidiya","929.04","2026","260","2026-01-12 12:53:41","2500000","929.04","Land","Residential"
"2500000","Al Barsha South Fourth","130.06","2026","2039","2026-04-20 13:05:49","2500000","130.06","Building","Villa"
"2500000","Al Twar First","910.45","2026","821","2026-02-05 09:50:15","2500000","910.45","Land","Residential"
"2500000","Me'Aisem First","134.4","2026","433","2026-01-16 09:57:55","2500000","134.4","Land","Residential"
"2500023","Al Bada","232.26","2026","1741","2026-04-01 17:37:16","2500023","232.26","Land","Residential"
"2500023","Al Satwa","232.26","2026","1356","2026-03-03 10:47:25","2500023","232.26","Land","Residential"
"2505922","Naif","291.01","2026","1976","2026-04-17 00:43:17","2505922","291.01","Land","Commercial"
"2506833","Al Barshaa South Third","233.6","2026","1147","2026-02-17 14:05:09","2506833.48","233.6","Unit","Flat"
"2510677","Al Thanyah Third","120.22","2026","88","2026-01-06 10:47:35","2510676.96","120.22","Unit","Flat"
"2513382","Marsa Dubai","159.84","2026","2015","2026-04-18 09:08:46","2513382.45","159.84","Unit","Flat"
"2534985","Al Bada","362.32","2026","1893","2026-04-12 13:14:50","2534985","362.32","Land","Residential"
